,hotel,is_canceled,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival,lodgings
5640,City Hotel,Yes,292,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,05/08/2018,2
5641,City Hotel,Yes,292,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,05/08/2018,2
5642,City Hotel,Yes,292,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,05/08/2018,2
5643,City Hotel,Yes,292,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,05/08/2018,2
5644,City Hotel,Yes,292,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,05/08/2018,2
5645,City Hotel,Yes,292,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,05/08/2018,2
5646,City Hotel,Yes,292,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,05/08/2018,2
5647,City Hotel,Yes,292,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,05/08/2018,2
5648,City Hotel,Yes,292,0,2,1,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,60,0,0,Canceled,02/07/2018,05/08/2018,2
5649,City Hotel,Yes,292,0,2,1,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,60,0,0,Canceled,02/07/2018,05/08/2018,2
5650,City Hotel,Yes,294,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,07/08/2018,2
5651,City Hotel,Yes,294,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,07/08/2018,2
5652,City Hotel,Yes,294,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,07/08/2018,2
5653,City Hotel,Yes,294,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,07/08/2018,2
5654,City Hotel,Yes,294,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,07/08/2018,2
5655,City Hotel,Yes,294,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,07/08/2018,2
5656,City Hotel,Yes,294,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,07/08/2018,2
5657,City Hotel,Yes,294,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,07/08/2018,2
5658,City Hotel,Yes,294,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,07/08/2018,2
5659,City Hotel,Yes,294,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,07/08/2018,2
5660,City Hotel,Yes,294,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,07/08/2018,2
5661,City Hotel,Yes,294,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,07/08/2018,2
5662,City Hotel,Yes,294,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,07/08/2018,2
5663,City Hotel,Yes,294,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,07/08/2018,2
5664,City Hotel,Yes,294,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,07/08/2018,2
5665,City Hotel,Yes,294,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,07/08/2018,2
5666,City Hotel,Yes,294,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,07/08/2018,2
5667,City Hotel,Yes,294,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,07/08/2018,2
5668,City Hotel,Yes,294,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,07/08/2018,2
5669,City Hotel,Yes,294,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,07/08/2018,2
5670,City Hotel,Yes,294,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,07/08/2018,2
5671,City Hotel,Yes,294,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,07/08/2018,2
5672,City Hotel,Yes,294,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,07/08/2018,2
5673,City Hotel,Yes,294,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,07/08/2018,2
5674,City Hotel,Yes,294,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,07/08/2018,2
5675,City Hotel,Yes,294,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,07/08/2018,2
5676,City Hotel,Yes,294,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,07/08/2018,2
5677,City Hotel,Yes,294,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,07/08/2018,2
5678,City Hotel,Yes,294,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,07/08/2018,2
5679,City Hotel,Yes,294,0,2,1,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,60,0,0,Canceled,02/07/2018,07/08/2018,2
5680,City Hotel,Yes,294,0,2,1,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,60,0,0,Canceled,02/07/2018,07/08/2018,2
5681,City Hotel,Yes,297,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,10/08/2018,2
5682,City Hotel,Yes,297,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,10/08/2018,2
5683,City Hotel,Yes,297,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,10/08/2018,2
5684,City Hotel,Yes,297,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,10/08/2018,2
5685,City Hotel,Yes,297,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,10/08/2018,2
5686,City Hotel,Yes,297,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,10/08/2018,2
5687,City Hotel,Yes,297,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,10/08/2018,2
5688,City Hotel,Yes,297,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,10/08/2018,2
5689,City Hotel,Yes,297,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,10/08/2018,2
5690,City Hotel,Yes,297,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,10/08/2018,2
5691,City Hotel,Yes,297,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,10/08/2018,2
5692,City Hotel,Yes,297,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,10/08/2018,2
5693,City Hotel,Yes,297,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,10/08/2018,2
5694,City Hotel,Yes,297,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,10/08/2018,2
5695,City Hotel,Yes,297,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,10/08/2018,2
5696,City Hotel,Yes,297,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,10/08/2018,2
5697,City Hotel,Yes,297,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,10/08/2018,2
5698,City Hotel,Yes,297,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,10/08/2018,2
5699,City Hotel,Yes,297,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,10/08/2018,2
5700,City Hotel,Yes,297,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,10/08/2018,2
5701,City Hotel,Yes,297,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,10/08/2018,2
5702,City Hotel,Yes,297,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,10/08/2018,2
5703,City Hotel,Yes,297,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,10/08/2018,2
5704,City Hotel,Yes,297,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,10/08/2018,2
5705,City Hotel,Yes,297,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,10/08/2018,2
5706,City Hotel,Yes,297,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,10/08/2018,2
5707,City Hotel,Yes,297,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,10/08/2018,2
5708,City Hotel,Yes,297,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,10/08/2018,2
5709,City Hotel,Yes,297,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,10/08/2018,2
5710,City Hotel,Yes,297,1,1,1,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,60,0,0,Canceled,02/07/2018,10/08/2018,2
5711,City Hotel,Yes,297,1,1,1,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,60,0,0,Canceled,02/07/2018,10/08/2018,2
5712,City Hotel,Yes,299,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,12/08/2018,2
5713,City Hotel,Yes,299,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,12/08/2018,2
5714,City Hotel,Yes,299,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,12/08/2018,2
5715,City Hotel,Yes,299,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,12/08/2018,2
5716,City Hotel,Yes,299,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,12/08/2018,2
5717,City Hotel,Yes,299,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,12/08/2018,2
5718,City Hotel,Yes,299,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,12/08/2018,2
5719,City Hotel,Yes,299,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,12/08/2018,2
5720,City Hotel,Yes,299,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,12/08/2018,2
5721,City Hotel,Yes,299,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,12/08/2018,2
5722,City Hotel,Yes,299,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,12/08/2018,2
5723,City Hotel,Yes,299,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,12/08/2018,2
5724,City Hotel,Yes,299,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,12/08/2018,2
5725,City Hotel,Yes,299,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,12/08/2018,2
5726,City Hotel,Yes,299,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,12/08/2018,2
5727,City Hotel,Yes,299,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,12/08/2018,2
5728,City Hotel,Yes,299,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,12/08/2018,2
5729,City Hotel,Yes,299,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,12/08/2018,2
5730,City Hotel,Yes,299,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,12/08/2018,2
5731,City Hotel,Yes,299,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,12/08/2018,2
5732,City Hotel,Yes,299,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,12/08/2018,2
5733,City Hotel,Yes,299,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,12/08/2018,2
5734,City Hotel,Yes,299,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,12/08/2018,2
5735,City Hotel,Yes,299,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,12/08/2018,2
5736,City Hotel,Yes,299,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,12/08/2018,2
5737,City Hotel,Yes,299,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,12/08/2018,2
5738,City Hotel,Yes,299,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,12/08/2018,2
5739,City Hotel,Yes,299,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,12/08/2018,2
5740,City Hotel,Yes,299,0,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,12/08/2018,2
5741,City Hotel,Yes,299,0,2,1,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,60,0,0,Canceled,02/07/2018,12/08/2018,2
5742,City Hotel,Yes,299,0,2,1,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,60,0,0,Canceled,02/07/2018,12/08/2018,2
5743,City Hotel,Yes,304,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,17/08/2018,2
5744,City Hotel,Yes,304,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,17/08/2018,2
5745,City Hotel,Yes,304,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,17/08/2018,2
5746,City Hotel,Yes,304,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,17/08/2018,2
5747,City Hotel,Yes,304,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,17/08/2018,2
5748,City Hotel,Yes,304,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,17/08/2018,2
5749,City Hotel,Yes,304,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,17/08/2018,2
5750,City Hotel,Yes,304,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,17/08/2018,2
5751,City Hotel,Yes,304,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,17/08/2018,2
5752,City Hotel,Yes,304,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,17/08/2018,2
5753,City Hotel,Yes,304,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,17/08/2018,2
5754,City Hotel,Yes,304,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,17/08/2018,2
5755,City Hotel,Yes,304,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,17/08/2018,2
5756,City Hotel,Yes,304,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,17/08/2018,2
5757,City Hotel,Yes,304,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,17/08/2018,2
5758,City Hotel,Yes,304,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,17/08/2018,2
5759,City Hotel,Yes,304,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,17/08/2018,2
5760,City Hotel,Yes,304,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,17/08/2018,2
5761,City Hotel,Yes,304,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,17/08/2018,2
5762,City Hotel,Yes,304,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,17/08/2018,2
5763,City Hotel,Yes,304,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,17/08/2018,2
5764,City Hotel,Yes,304,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,17/08/2018,2
5765,City Hotel,Yes,304,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,17/08/2018,2
5766,City Hotel,Yes,304,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,17/08/2018,2
5767,City Hotel,Yes,304,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,17/08/2018,2
5768,City Hotel,Yes,304,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,17/08/2018,2
5769,City Hotel,Yes,304,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,17/08/2018,2
5770,City Hotel,Yes,304,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,17/08/2018,2
5771,City Hotel,Yes,304,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,17/08/2018,2
5772,City Hotel,Yes,304,1,1,1,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,60,0,0,Canceled,02/07/2018,17/08/2018,2
5773,City Hotel,Yes,304,1,1,1,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,60,0,0,Canceled,02/07/2018,17/08/2018,2
5774,City Hotel,Yes,311,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,24/08/2018,2
5775,City Hotel,Yes,311,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,24/08/2018,2
5776,City Hotel,Yes,311,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,24/08/2018,2
5777,City Hotel,Yes,311,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,24/08/2018,2
5778,City Hotel,Yes,311,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,24/08/2018,2
5779,City Hotel,Yes,311,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,24/08/2018,2
5780,City Hotel,Yes,311,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,24/08/2018,2
5781,City Hotel,Yes,311,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,24/08/2018,2
5782,City Hotel,Yes,311,1,1,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,0,Transient-Party,62,0,0,Canceled,02/07/2018,24/08/2018,2
